0,01010111010100110011001111011011111111110001011010,31
1,01010111010100110011001111011011111111110001011010,31
2,10010110100110111010101111011011111111110011011010,33
3,11010111101010110101101101111111110110111110010100,34
4,10111101011000111011101111011011111111101011111100,36
5,11100010111111111010101001011111110011111011111101,36
6,01111011011110001010101111011111111111101011111111,38
7,01111011011110001010101111011111111111101011111111,38
8,10111101011000101111101111011011111101111111111111,39
9,11111010110110111110111101111111111111101010111101,40
10,11100110111111111110101101111111111101111011111111,42
11,11111010110110111110111101111111111111101011111111,42
12,11101011111101111110101001111111111101111111111111,42
13,11111011111111111101110111111111110111111011111101,44
14,11111111111111111101110111111111110111111011111101,45
15,11111110111110111110111111111111110011111011111111,44
16,11111111110111111101110111111111110111111101001111,43
17,10111110111111111101110111111111111111111111111101,45
18,10111110111111111101110111111111111001111111111111,44
19,11111011111011011111111111111111110111111111111101,45
20,11111011111001011111111111111111111111111111111110,45
21,11111111111111111111111101111111111111111111111111,49
22,11111111011111110111111111111111111111111111111111,48
23,11111111111111110111111111111111111111111111101111,48
24,11111111111111110111111111111111111111111111101101,47
25,11111111111111111110111111111111111111111111101111,48
26,11111111111111111111111101110111111111111111111111,48
27,01111110111111111111111111111111111111111111111111,48
28,11111111111111111111111111111111111110111111111101,48
29,11111111111111111111111111111111111111111101111101,48
30,11111111111010111111111111111110111111111111111111,47
31,11111011111111111111111111111110111111111111111111,48
32,11110111111111111111111111111110111111111111111111,48
33,11111111111111111111111111111110111111111111011111,48
34,11111111111111111111111111111111111111111111111101,49
35,11111111111111111111111111111111111111111111111110,49
36,11111111111111111111111111111111111111111111111111,50
37,11111111111101111011111111111111111111111111111111,48
38,11111111111111111111111111101111111111111111111111,49
39,11111111111111111111110111111111111111111110111111,48
40,11111111111111111111111111111111111111111111111110,49
41,11111111111111111111111111111111111111111011111111,49
42,01111111111111111111111111111111111111111111111111,49
43,10111111111011111111111111111111111111111111111111,48
44,01111111111111111111111111111111111111111111111111,49
45,11111111101111111111111011111111111111111111111111,48
46,11111111111111101111111110111111111111111111111111,48
47,11111111111111111110111111101111111111111111111111,48
48,11111111011111101111111111111111111111111111111110,47
49,11111111111111111110111111111011110111111111111111,47
50,11111111011111101111111111011111111111111111111111,47
51,11111111011111111111111111011111111111111111111111,48
52,11111111111111111111111111111111111111111111111101,49
53,11111111111011111111111111111111111111111111111111,49
54,11111111111111101110111111111111111111111111111111,48
55,11111111111111101111111111111111111111111111111111,49
56,11110111111110111111111111111111111111111111111111,48
57,11111111111111111111111111011111011111111111111011,47
58,11011111111111111111111111111111101111111111110111,47
59,11011111111111111111111111011111101111111111111111,47
60,11011101111111111111111111111111111111111111111101,47
61,11111111110111111111111111111110111111111111111110,47
62,11111111111111111111111011111111111111111111111110,48
63,11011111111111111111111111110111111111111111111111,48
64,11011111111111111111111111110011111111111111111111,47
65,11111111111111111111100111011111111111111111111111,47
66,11111111111111111111011111111011111111111111111111,48
67,11111111111111111111111111011111111111111111111111,49
68,11111111111111111111111111111111111111111111111101,49
69,11111111111111111111111111111111111111101111111011,48
70,11111111111101111111111111111111111011111111111111,48
71,11111111111111111111111111111110111011111111111110,47
72,11111111111011111111101111111111111111111111111111,48
73,11111110111111111111111111111111111111111111111111,49
74,11111111111111011111111111111111111011111111111111,48
75,11111111111111101111111111111111110111111111111111,48
76,11111111111111111111111111111111110110111111111111,48
77,11111111111111111111110111111111111011110111111111,47
78,11011111111111111110111111111111111111111111111111,48
79,11111111011110111111111111111111111111111111111111,48
80,11111111111101111111111111111111111111011111111111,48
81,11111111111111111111111111110111111111111111111111,49
82,11111111111111111111110111111111111111111111111111,49
83,11111111111111111111111111110111111111111111111111,49
84,11111111111111111111011111111110111111111111111111,48
85,11111111111111111111111111101111111111111111111111,49
86,11101111111111111111111111111111111111111111111111,49
87,11111101111111111111111111111111101111111111111111,48
88,11111111111111111111111111111111111111111111111101,49
89,11111111111111111110111111111111101111111111111111,48
90,01111111111111111111111111111111101111111111111111,48
91,11111111111111111111111111111111111111111111011111,49
92,11111111111111111111111111101111011111111111111111,48
93,11111111110111111111111111111111111111111111101111,48
94,10111111111111111111111111111101111111111111111111,48
95,11111111101011101111111111111111111111111111111111,47
96,11111111110111111111111011111011111111111111111111,47
97,11111111111111011111111111111111111111111111110111,48
98,11111111111111111101111111111111111111111111111111,49
99,11110111111111111111111111111111111111111111111111,49
